frame_number,latitude,longitude,gps_displacement_wrt_ref,pix_displacement_wrt_ref,is_reference
106,38.013172,23.75311,21.376592509100682,320.6488876365102,False
107,38.013179,23.753113,22.197230701460775,332.9584605219116,False
108,38.013179,23.753113,22.197230701460775,332.9584605219116,False
109,38.013186,23.753117,23.049754313840953,345.7463147076143,False
110,38.013186,23.753117,23.049754313840953,345.7463147076143,False
111,38.013186,23.753117,23.049754313840953,345.7463147076143,False
112,38.013193,23.75312,23.870384817630253,358.0557722644538,False
113,38.013193,23.75312,23.870384817630253,358.0557722644538,False
114,38.0132,23.753124,24.72291645736864,370.8437468605296,False
115,38.0132,23.753124,24.72291645736864,370.8437468605296,False
116,38.0132,23.753124,24.72291645736864,370.8437468605296,False
117,38.013207,23.753127,25.543540265123376,383.1531039768506,False
118,38.013207,23.753127,25.543540265123376,383.1531039768506,False
119,38.013214,23.753131,26.39607886709627,395.9411830064441,False
120,38.013214,23.753131,26.39607886709627,395.9411830064441,False
121,38.01322,23.753134,27.113148538451473,406.6972280767721,False
122,38.01322,23.753134,27.113148538451473,406.6972280767721,False
123,38.01322,23.753134,27.113148538451473,406.6972280767721,False
124,38.013227,23.753137,27.933764152723956,419.00646229085936,False
125,38.013227,23.753137,27.933764152723956,419.00646229085936,False
126,38.013234,23.753141,28.786311235783582,431.79466853675376,False
127,38.013234,23.753141,28.786311235783582,431.79466853675376,False
128,38.013234,23.753141,28.786311235783582,431.79466853675376,False
129,38.013241,23.753144,29.606921891112158,444.10382836668236,False
130,38.013241,23.753144,29.606921891112158,444.10382836668236,False
131,38.013241,23.753144,29.606921891112158,444.10382836668236,False
132,38.013248,23.753147,30.427582630504013,456.4137394575602,False
133,38.013248,23.753147,30.427582630504013,456.4137394575602,False
134,38.013254,23.753151,31.176543918181395,467.64815877272093,False
135,38.013254,23.753151,31.176543918181395,467.64815877272093,False
136,38.013254,23.753151,31.176543918181395,467.64815877272093,False
137,38.013261,23.753154,31.997148376331417,479.95722564497123,False
138,38.013261,23.753154,31.997148376331417,479.95722564497123,False
139,38.013268,23.753157,32.81779957953419,492.2669936930128,False
140,38.013268,23.753157,32.81779957953419,492.2669936930128,False
141,38.013268,23.753157,32.81779957953419,492.2669936930128,False
142,38.013275,23.753161,33.67030757200932,505.0546135801398,False
143,38.013275,23.753161,33.67030757200932,505.0546135801398,False
144,38.013281,23.753164,34.38737593926809,515.8106390890214,False
145,38.013281,23.753164,34.38737593926809,515.8106390890214,False
146,38.013281,23.753164,34.38737593926809,515.8106390890214,False
147,38.013288,23.753167,35.208018870835545,528.1202830625332,False
148,38.013288,23.753167,35.208018870835545,528.1202830625332,False
149,38.013295,23.75317,36.02870262578511,540.4305393867767,False
150,38.013295,23.75317,36.02870262578511,540.4305393867767,False
151,38.013301,23.753174,36.77760435250838,551.6640652876256,False
152,38.013301,23.753174,36.77760435250838,551.6640652876256,False
153,38.013301,23.753174,36.77760435250838,551.6640652876256,False
154,38.013308,23.753177,37.59824003974522,563.9736005961784,False
155,38.013308,23.753177,37.59824003974522,563.9736005961784,False
156,38.013308,23.753177,37.59824003974522,563.9736005961784,False
157,38.013315,23.75318,38.418914318358624,576.2837147753794,False
158,38.013315,23.75318,38.418914318358624,576.2837147753794,False
159,38.013321,23.753184,39.16783344443508,587.5175016665262,False
160,38.013321,23.753184,39.16783344443508,587.5175016665262,False
161,38.013321,23.753184,39.16783344443508,587.5175016665262,False
162,38.013328,23.753187,39.988462734467305,599.8269410170096,False
163,38.013328,23.753187,39.988462734467305,599.8269410170096,False
164,38.013335,23.75319,40.809128611255744,612.1369291688361,False
165,38.013335,23.75319,40.809128611255744,612.1369291688361,False
166,38.013335,23.75319,40.809128611255744,612.1369291688361,False
167,38.013342,23.753194,41.66161938000896,624.9242907001344,False
168,38.013342,23.753194,41.66161938000896,624.9242907001344,False
169,38.013349,23.753197,42.482279920604576,637.2341988090686,False
170,38.013349,23.753197,42.482279920604576,637.2341988090686,False
171,38.013349,23.753197,42.482279920604576,637.2341988090686,False
172,38.013355,23.7532,43.19934505830692,647.9901758746038,False
173,38.013355,23.7532,43.19934505830692,647.9901758746038,False
174,38.013362,23.753204,44.05184407394498,660.7776611091747,False
175,38.013362,23.753204,44.05184407394498,660.7776611091747,False
176,38.013362,23.753204,44.05184407394498,660.7776611091747,False
177,38.013369,23.753207,44.872497661214176,673.0874649182126,False
178,38.013369,23.753207,44.872497661214176,673.0874649182126,False
179,38.013375,23.75321,45.589563307647296,683.8434496147095,False
180,38.013375,23.75321,45.589563307647296,683.8434496147095,False
181,38.013382,23.753214,46.44206968229854,696.631045234478,False
182,38.013382,23.753214,46.44206968229854,696.631045234478,False
183,38.013382,23.753214,46.44206968229854,696.631045234478,False
184,38.013389,23.753217,47.262716999456806,708.9407549918521,False
185,38.013389,23.753217,47.262716999456806,708.9407549918521,False
186,38.013396,23.75322,48.083394750421746,721.2509212563261,False
187,38.013396,23.75322,48.083394750421746,721.2509212563261,False
188,38.013396,23.75322,48.083394750421746,721.2509212563261,False
189,38.013402,23.753224,48.83229605792862,732.4844408689294,False
190,38.013402,23.753224,48.83229605792862,732.4844408689294,False
191,38.013402,23.753224,48.83229605792862,732.4844408689294,False
192,38.013409,23.753227,49.65293769269274,744.7940653903911,False
193,38.013409,23.753227,49.65293769269274,744.7940653903911,False
194,38.013416,23.75323,50.47360850216888,757.1041275325332,False
195,38.013416,23.75323,50.47360850216888,757.1041275325332,False
196,38.013423,23.753234,51.326092875439144,769.8913931315872,False
197,38.013423,23.753234,51.326092875439144,769.8913931315872,False
198,38.013423,23.753234,51.326092875439144,769.8913931315872,False
199,38.01343,23.753237,52.14675919172009,782.2013878758014,False
200,38.01343,23.753237,52.14675919172009,782.2013878758014,False
201,38.013436,23.75324,52.863824015565065,792.9573602334759,False
202,38.013436,23.75324,52.863824015565065,792.9573602334759,False
203,38.013436,23.75324,52.863824015565065,792.9573602334759,False
204,38.013443,23.753244,53.716315433241185,805.7447314986177,False
205,38.013443,23.753244,53.716315433241185,805.7447314986177,False
206,38.013443,23.753244,53.716315433241185,805.7447314986177,False
207,38.013449,23.753247,54.43338238081097,816.5007357121646,False
208,38.013449,23.753247,54.43338238081097,816.5007357121646,False
209,38.013456,23.75325,55.2540410504093,828.8106157561394,False
210,38.013456,23.75325,55.2540410504093,828.8106157561394,False
211,38.013456,23.75325,55.2540410504093,828.8106157561394,False
212,38.013463,23.753254,56.10653888497967,841.598083274695,False
213,38.013463,23.753254,56.10653888497967,841.598083274695,False
214,38.013469,23.753257,56.82360607632955,852.3540911449433,False
215,38.013469,23.753257,56.82360607632955,852.3540911449433,False
216,38.013476,23.75326,57.64425940664149,864.6638910996223,False
217,38.013476,23.75326,57.64425940664149,864.6638910996223,False
218,38.013476,23.75326,57.64425940664149,864.6638910996223,False
219,38.013483,23.753264,58.496763110447226,877.4514466567084,False
220,38.013483,23.753264,58.496763110447226,877.4514466567084,False
221,38.013483,23.753264,58.496763110447226,877.4514466567084,False
222,38.01349,23.753267,59.31741295110373,889.7611942665559,False
223,38.01349,23.753267,59.31741295110373,889.7611942665559,False
224,38.013496,23.75327,60.03447891670341,900.5171837505511,False
225,38.013496,23.75327,60.03447891670341,900.5171837505511,False
226,38.013496,23.75327,60.03447891670341,900.5171837505511,False
227,38.013503,23.753274,60.88698800799029,913.3048201198543,False
228,38.013503,23.753274,60.88698800799029,913.3048201198543,False
229,38.01351,23.753277,61.70763318146545,925.6144977219817,False
230,38.01351,23.753277,61.70763318146545,925.6144977219817,False
231,38.013516,23.75328,62.42469943660418,936.3704915490626,False
232,38.013516,23.75328,62.42469943660418,936.3704915490626,False
233,38.013516,23.75328,62.42469943660418,936.3704915490626,False
234,38.013523,23.753283,63.24536649866099,948.6804974799148,False
235,38.013523,23.753283,63.24536649866099,948.6804974799148,False
236,38.013523,23.753283,63.24536649866099,948.6804974799148,False
237,38.01353,23.753287,64.09785433612296,961.4678150418445,False
238,38.01353,23.753287,64.09785433612296,961.4678150418445,False
239,38.013537,23.75329,64.91851787771428,973.7777681657142,False
240,38.013537,23.75329,64.91851787771428,973.7777681657142,False
241,38.013537,23.75329,64.91851787771428,973.7777681657142,False
242,38.013543,23.753293,65.63558293134278,984.5337439701417,False
243,38.013543,23.753293,65.63558293134278,984.5337439701417,False
244,38.013549,23.753296,66.35264808583597,995.2897212875395,False
245,38.013549,23.753296,66.35264808583597,995.2897212875395,False
246,38.013557,23.7533,67.30873510966987,1009.631026645048,False
247,38.013557,23.7533,67.30873510966987,1009.631026645048,False
248,38.013557,23.7533,67.30873510966987,1009.631026645048,False
249,38.013563,23.753303,68.0258004862033,1020.3870072930495,False
250,38.013563,23.753303,68.0258004862033,1020.3870072930495,False
251,38.013563,23.753303,68.0258004862033,1020.3870072930495,False
252,38.01357,23.753307,68.87829899356734,1033.1744849035101,False
253,38.01357,23.753307,68.87829899356734,1033.1744849035101,False
254,38.013577,23.75331,69.69895337573655,1045.4843006360484,False
255,38.013577,23.75331,69.69895337573655,1045.4843006360484,False
256,38.013584,23.753313,70.51962833650313,1057.794425047547,False
257,38.013584,23.753313,70.51962833650313,1057.794425047547,False
258,38.013584,23.753313,70.51962833650313,1057.794425047547,False
259,38.01359,23.753316,71.23669255241887,1068.5503882862831,False
260,38.01359,23.753316,71.23669255241887,1068.5503882862831,False
261,38.01359,23.753316,71.23669255241887,1068.5503882862831,False
262,38.013598,23.75332,72.19277834089444,1082.8916751134166,False
263,38.013598,23.75332,72.19277834089444,1082.8916751134166,False
264,38.013604,23.753324,72.94167899384577,1094.1251849076866,False
265,38.013604,23.753324,72.94167899384577,1094.1251849076866,False
266,38.013604,23.753324,72.94167899384577,1094.1251849076866,False
267,38.01361,23.753326,73.62690736559296,1104.4036104838942,False
268,38.01361,23.753326,73.62690736559296,1104.4036104838942,False
269,38.013617,23.75333,74.47939257895389,1117.1908886843084,False
270,38.013617,23.75333,74.47939257895389,1117.1908886843084,False
271,38.013617,23.75333,74.47939257895389,1117.1908886843084,False
272,38.013624,23.753333,75.30005838330062,1129.5008757495093,False
273,38.013624,23.753333,75.30005838330062,1129.5008757495093,False
274,38.01363,23.753336,76.01712325741047,1140.256848861157,False
275,38.01363,23.753336,76.01712325741047,1140.256848861157,False
276,38.01363,23.753336,76.01712325741047,1140.256848861157,False
277,38.013637,23.75334,76.8696133330698,1153.044199996047,False
278,38.013637,23.75334,76.8696133330698,1153.044199996047,False
279,38.013644,23.753343,77.6902749659176,1165.354124488764,False
280,38.013644,23.753343,77.6902749659176,1165.354124488764,False
281,38.013644,23.753343,77.6902749659176,1165.354124488764,False
282,38.01365,23.753346,78.40734012121275,1176.1101018181914,False
283,38.01365,23.753346,78.40734012121275,1176.1101018181914,False
284,38.013657,23.75335,79.25983475230923,1188.8975212846385,False
285,38.013657,23.75335,79.25983475230923,1188.8975212846385,False
286,38.013657,23.75335,79.25983475230923,1188.8975212846385,False
287,38.013663,23.753353,79.97690129762606,1199.653519464391,False
288,38.013663,23.753353,79.97690129762606,1199.653519464391,False
289,38.01367,23.753356,80.79755786296225,1211.9633679444337,False
290,38.01367,23.753356,80.79755786296225,1211.9633679444337,False
291,38.01367,23.753356,80.79755786296225,1211.9633679444337,False
292,38.013677,23.75336,81.65005677066856,1224.7508515600284,False
293,38.013677,23.75336,81.65005677066856,1224.7508515600284,False
294,38.013683,23.753363,82.36712348398193,1235.506852259729,False
295,38.013683,23.753363,82.36712348398193,1235.506852259729,False
296,38.013683,23.753363,82.36712348398193,1235.506852259729,False
297,38.01369,23.753366,83.18777639942913,1247.8166459914369,False
298,38.01369,23.753366,83.18777639942913,1247.8166459914369,False
299,38.013697,23.753369,84.00844661384495,1260.1266992076744,False
300,38.013697,23.753369,84.00844661384495,1260.1266992076744,True
301,38.013703,23.753373,0.0,0.0,False
302,38.013703,23.753373,0.7536002895902837,11.304004343854256,False
303,38.013703,23.753373,0.7536002895902837,11.304004343854256,False
304,38.01371,23.753376,1.5702350317793445,23.55352547669017,False
305,38.01371,23.753376,1.5702350317793445,23.55352547669017,False
306,38.01371,23.753376,1.5702350317793445,23.55352547669017,False
307,38.013717,23.753379,2.39023286126791,35.85349291901865,False
308,38.013717,23.753379,2.39023286126791,35.85349291901865,False
309,38.013723,23.753383,3.140470020354911,47.10705030532367,False
310,38.013723,23.753383,3.140470020354911,47.10705030532367,False
311,38.013723,23.753383,3.140470020354911,47.10705030532367,False
312,38.01373,23.753386,3.9601485671055934,59.4022285065839,False
313,38.01373,23.753386,3.9601485671055934,59.4022285065839,False
314,38.013737,23.753389,4.780465634923911,71.70698452385867,False
315,38.013737,23.753389,4.780465634923911,71.70698452385867,False
316,38.013737,23.753389,4.780465634923911,71.70698452385867,False
317,38.013744,23.753393,5.633249186655627,84.4987377998344,False
318,38.013744,23.753393,5.633249186655627,84.4987377998344,False
319,38.01375,23.753396,6.350302343825481,95.25453515738222,False
320,38.01375,23.753396,6.350302343825481,95.25453515738222,False
321,38.01375,23.753396,6.350302343825481,95.25453515738222,False
322,38.013757,23.753399,7.170698321082038,107.56047481623057,False
323,38.013757,23.753399,7.170698321082038,107.56047481623057,False
324,38.013764,23.753403,8.023437918520493,120.35156877780739,False
325,38.013764,23.753403,8.023437918520493,120.35156877780739,False
326,38.013764,23.753403,8.023437918520493,120.35156877780739,False
327,38.013771,23.753406,8.843861149154582,132.65791723731874,False
328,38.013771,23.753406,8.843861149154582,132.65791723731874,False
329,38.013778,23.753409,9.66447381262116,144.9671071893174,False
330,38.013778,23.753409,9.66447381262116,144.9671071893174,False
331,38.013784,23.753412,10.381537639427677,155.72306459141515,False
332,38.013784,23.753412,10.381537639427677,155.72306459141515,False
333,38.013784,23.753412,10.381537639427677,155.72306459141515,False
334,38.013791,23.753416,11.234093686372296,168.51140529558444,False
335,38.013791,23.753416,11.234093686372296,168.51140529558444,False
336,38.013791,23.753416,11.234093686372296,168.51140529558444,False
337,38.013798,23.753419,12.054689284346797,180.82033926520194,False
338,38.013798,23.753419,12.054689284346797,180.82033926520194,False
339,38.013804,23.753422,12.771755152326632,191.5763272848995,False
340,38.013804,23.753422,12.771755152326632,191.5763272848995,False
341,38.013804,23.753422,12.771755152326632,191.5763272848995,False
342,38.013811,23.753426,13.624326135863866,204.364892037958,False
343,38.013811,23.753426,13.624326135863866,204.364892037958,False
344,38.013818,23.753429,14.44491030734052,216.6736546101078,False
345,38.013818,23.753429,14.44491030734052,216.6736546101078,False
346,38.013825,23.753432,15.26559709433807,228.98395641507105,False
347,38.013825,23.753432,15.26559709433807,228.98395641507105,False
348,38.013825,23.753432,15.26559709433807,228.98395641507105,False
349,38.013831,23.753435,15.982657033587348,239.73985550381022,False
350,38.013831,23.753435,15.982657033587348,239.73985550381022,False
351,38.013831,23.753435,15.982657033587348,239.73985550381022,False
352,38.013838,23.753438,16.80342065687801,252.05130985317015,False
353,38.013838,23.753438,16.80342065687801,252.05130985317015,False
354,38.013845,23.753442,17.65579994377317,264.8369991565976,False
355,38.013845,23.753442,17.65579994377317,264.8369991565976,False
356,38.013845,23.753442,17.65579994377317,264.8369991565976,False
357,38.013851,23.753445,18.372862275928462,275.5929341389269,False
358,38.013851,23.753445,18.372862275928462,275.5929341389269,False
359,38.013858,23.753448,19.193597518434682,287.90396277652025,False
360,38.013858,23.753448,19.193597518434682,287.90396277652025,False
361,38.013865,23.753451,20.014398635106648,300.2159795265997,False
362,38.013865,23.753451,20.014398635106648,300.2159795265997,False
363,38.013865,23.753451,20.014398635106648,300.2159795265997,False
364,38.013871,23.753454,20.73144532282941,310.9716798424411,False
365,38.013871,23.753454,20.73144532282941,310.9716798424411,False
366,38.013878,23.753458,21.58378656119708,323.7567984179562,False
367,38.013878,23.753458,21.58378656119708,323.7567984179562,False
368,38.013878,23.753458,21.58378656119708,323.7567984179562,False
369,38.013885,23.753461,22.404559946589366,336.0683991988405,False
370,38.013885,23.753461,22.404559946589366,336.0683991988405,False
371,38.013885,23.753461,22.404559946589366,336.0683991988405,False
372,38.013891,23.753464,23.121611178444294,346.8241676766644,False
373,38.013891,23.753464,23.121611178444294,346.8241676766644,False
374,38.013898,23.753467,23.94243024154739,359.13645362321085,False
375,38.013898,23.753467,23.94243024154739,359.13645362321085,False
376,38.013898,23.753467,23.94243024154739,359.13645362321085,False
377,38.013905,23.753471,24.794734826345998,371.92102239519,False
378,38.013905,23.753471,24.794734826345998,371.92102239519,False
379,38.013911,23.753474,25.51178936220512,382.6768404330768,False
380,38.013911,23.753474,25.51178936220512,382.6768404330768,False
381,38.013918,23.753477,26.33258352782729,394.98875291740933,False
382,38.013918,23.753477,26.33258352782729,394.98875291740933,False
383,38.013918,23.753477,26.33258352782729,394.98875291740933,False
384,38.013925,23.753481,27.18491967246625,407.77379508699374,False
385,38.013925,23.753481,27.18491967246625,407.77379508699374,False
386,38.013925,23.753481,27.18491967246625,407.77379508699374,False
387,38.013932,23.753484,28.005698770666502,420.0854815599975,False
388,38.013932,23.753484,28.005698770666502,420.0854815599975,False
389,38.013938,23.753487,28.722749827920044,430.84124741880066,False
390,38.013938,23.753487,28.722749827920044,430.84124741880066,False
391,38.013938,23.753487,28.722749827920044,430.84124741880066,False
392,38.013945,23.75349,29.54356548363673,443.15348225455097,False
393,38.013945,23.75349,29.54356548363673,443.15348225455097,False
394,38.013952,23.753493,30.364420203790512,455.46630305685767,False
395,38.013952,23.753493,30.364420203790512,455.46630305685767,False
396,38.013959,23.753497,31.216673511263515,468.2501026689527,False
397,38.013959,23.753497,31.216673511263515,468.2501026689527,False
398,38.013959,23.753497,31.216673511263515,468.2501026689527,False
399,38.013965,23.7535,31.933721535502947,479.0058230325442,False
400,38.013965,23.7535,31.933721535502947,479.0058230325442,False
401,38.013965,23.7535,31.933721535502947,479.0058230325442,False
402,38.013972,23.753503,32.754554176391906,491.31831264587856,False
403,38.013972,23.753503,32.754554176391906,491.31831264587856,False
404,38.013979,23.753507,33.606837130695254,504.10255696042884,False
405,38.013979,23.753507,33.606837130695254,504.10255696042884,False
406,38.013985,23.75351,34.32388804933955,514.8583207400933,False
407,38.013985,23.75351,34.32388804933955,514.8583207400933,False
408,38.013985,23.75351,34.32388804933955,514.8583207400933,False
409,38.013992,23.753513,35.14470136423734,527.1705204635601,False
410,38.013992,23.753513,35.14470136423734,527.1705204635601,False
411,38.013999,23.753516,35.96554776119866,539.4832164179799,False
412,38.013999,23.753516,35.96554776119866,539.4832164179799,False
413,38.013999,23.753516,35.96554776119866,539.4832164179799,False
414,38.014005,23.75352,36.71406296485489,550.7109444728234,False
415,38.014005,23.75352,36.71406296485489,550.7109444728234,False
416,38.014012,23.753523,37.534859225823865,563.022888387358,False
417,38.014012,23.753523,37.534859225823865,563.022888387358,False
418,38.014012,23.753523,37.534859225823865,563.022888387358,False
419,38.014019,23.753526,38.355687235660774,575.3353085349116,False
420,38.014019,23.753526,38.355687235660774,575.3353085349116,False
421,38.014019,23.753526,38.355687235660774,575.3353085349116,False
422,38.014025,23.753529,39.072731258011636,586.0909688701745,False
423,38.014025,23.753529,39.072731258011636,586.0909688701745,False
424,38.014032,23.753533,39.925025828519864,598.8753874277979,False
425,38.014032,23.753533,39.925025828519864,598.8753874277979,False
426,38.014039,23.753536,40.745837427438964,611.1875614115845,False
427,38.014039,23.753536,40.745837427438964,611.1875614115845,False
428,38.014039,23.753536,40.745837427438964,611.1875614115845,False
429,38.014046,23.753539,41.56667771630461,623.5001657445691,False
430,38.014046,23.753539,41.56667771630461,623.5001657445691,False
431,38.014046,23.753539,41.56667771630461,623.5001657445691,False
432,38.014052,23.753543,42.31519967625848,634.7279951438773,False
433,38.014052,23.753543,42.31519967625848,634.7279951438773,False
434,38.014059,23.753546,43.13599654117827,647.039948117674,False
435,38.014059,23.753546,43.13599654117827,647.039948117674,False
436,38.014065,23.753549,43.85304579441192,657.7956869161787,False
437,38.014065,23.753549,43.85304579441192,657.7956869161787,False
438,38.014065,23.753549,43.85304579441192,657.7956869161787,False
439,38.014072,23.753553,44.70537959291779,670.5806938937668,False
440,38.014072,23.753553,44.70537959291779,670.5806938937668,False
441,38.014079,23.753556,45.52616315649076,682.8924473473614,False
442,38.014079,23.753556,45.52616315649076,682.8924473473614,False
443,38.014079,23.753556,45.52616315649076,682.8924473473614,False
444,38.014085,23.753559,46.243214428003945,693.6482164200592,False
445,38.014085,23.753559,46.243214428003945,693.6482164200592,False
446,38.014085,23.753559,46.243214428003945,693.6482164200592,False
447,38.014092,23.753562,47.06402069277701,705.9603103916551,False
448,38.014092,23.753562,47.06402069277701,705.9603103916551,False
449,38.014099,23.753566,47.91633613830993,718.745042074649,False
450,38.014099,23.753566,47.91633613830993,718.745042074649,False
451,38.014099,23.753566,47.91633613830993,718.745042074649,False
452,38.014105,23.753569,48.63338913197585,729.5008369796377,False
453,38.014105,23.753569,48.63338913197585,729.5008369796377,False
454,38.014112,23.753572,49.454182777568825,741.8127416635324,False
455,38.014112,23.753572,49.454182777568825,741.8127416635324,False
456,38.014119,23.753576,50.30651456668729,754.5977185003094,False
457,38.014119,23.753576,50.30651456668729,754.5977185003094,False
458,38.014119,23.753576,50.30651456668729,754.5977185003094,False
459,38.014126,23.753579,51.12730002812747,766.9095004219121,False
460,38.014126,23.753579,51.12730002812747,766.9095004219121,False
461,38.014126,23.753579,51.12730002812747,766.9095004219121,False
